Variable,Importance
Mercado_Laboral_porcentaje_personas_ocupadas_formalmente_poblacion_total,0.001106627
Componente_Principal_281,0.0010881722
Ambiente_porcentaje_reduccion,0.00106419
Desempeno_Recaudo_instrumentos_ordenamiento_territorial,0.0010443279
Componente_Principal_253,0.0010328379
Ambiente_inversion_fortalecimiento,0.0010151638
Componente_Principal_87,0.0009898248
seguridad_TasaViolenciaIntrafamiliar,0.0009259317
Ambiente_tasa_personas,0.0009228443
Ambiente_inversion_adaptacion_climatico,0.000897902
Ambiente_fortalecimiento_institucional,0.0008892703
OT_Recaudo_efectivo_predial,0.00086537417
Censo_porc_pob_hombres_35_39,0.0008511253
Finanzas_num_proyectos_terminados,0.0008344575
Componente_Principal_218,0.0008176241
Finanzas_transferencias_ingresos_corrientes,0.0008159196
Poblacion_Punt_SISBEN_MaxRuralDisperso,0.0008126646
Finanzas_recursos_balance_variacion_depositos,0.00079526997
OT_Porcentaje_conflicto_subutilizacion,0.0007862585
vivienda_servicios_publicos_CoberturaAcueductoRuralCenso,0.0007852761
Finanzas_valor_numero_total_proyectos,0.00076526863
vivienda_servicios_publicos_PenetracionBandaAncha,0.0007630147
vivienda_servicios_publicos_CoberturaAlcantarilladoUrbanaCenso,0.0007555539
Censo_porc_pob_mujeres_20_24,0.0007384492
Componente_Principal_173,0.0007365536
Componente_Principal_170,0.00068815314
Componente_Principal_34,0.00066943263
Componente_Principal_63,0.0006487371
Finanzas_%inversion_recursos_propios,0.00062217
Desp_General_variacion_intercensal_2005_2018,0.000614602
Componente_Principal_187,0.0006099725
Mercado_Laboral_participacion_trabajadores_cotizantes_51_59_anos,0.0006032052
Economia_explot_minas_cant,0.0005973259
seguridad_QuintaMedidaCorrectiva,0.0005880606
Economia_Pct_UPAs_entre_3_5_Ha,0.0005836701
Ambiente_vulnerabilidad_cambio_capacidad,0.0005780994
Economia_PIB_dept_tercer_cultivo_permanente,0.00057156256
Componente_Principal_206,0.0005711697
Desempeno_Salud,0.0005631011
Finanzas_ingresos_per_capita_impuesto_predial,0.000533725
Componente_Principal_29,0.0005181751
Componente_Principal_32,0.0005117008
Componente_Principal_37,0.00051075575
salud_TasaMortalidadInfantil5Anios,0.00049848773
Educacion_tasa_transito_educacion_superior,0.00049027824
Economia_Primer_Cultivo_Transitorio,0.000476485
Censo_porc_pob_hombres_20_24,0.00047550205
Componente_Principal_80,0.0004682853
Censo_porc_pob_mujeres_30_34,0.000444242
Finanzas_%ingresos_transferencias,0.000436196
seguridad_PrimeraMedidaCorrectiva,0.00043560745
Poblacion_PctPobMigranteInterna,0.0004169707
Censo_porc_pob_hombres_40_44,0.00041236298
Ambiente_inversion_adaptacion,0.00040983662
Componente_Principal_200,0.00040476193
seguridad_TerceraMedidaCorrectiva,0.00040184826
Economia_Pct_UPA_acceso_riego,0.00040070547
Componente_Principal_140,0.00039605374
Economia_agr_gan_caza_pesca,0.0003568693
Finanzas_%ingresos_funcionamiento,0.00035005933
Componente_Principal_222,0.00034789622
Componente_Principal_213,0.0003388979
Ambiente_porcentaje_fortalecimiento,0.00031279773
vivienda_servicios_publicos_CoberturaAseoCenso,0.00030325184
Economia_com_rep_rest_hoteles,0.0003030169
Economia_Primer_Cultivo_permanente,0.0003005825
Componente_Principal_138,0.0002964187
Componente_Principal_101,0.00029483452
Finanzas_intereses_deuda_publica,0.00029087366
Componente_Principal_220,0.0002814017
OT_Estado_catastro_rural,0.00027211738
Desempeno_Seguridad,0.00024548225
Componente_Principal_212,0.00023192728
Finanzas_componente_sin_medidas_SMSCE,0.00022737349
Componente_Principal_45,0.00020314343
Componente_Principal_122,0.00019720147
Componente_Principal_35,0.00018995456
Componente_Principal_50,0.00016899432
Componente_Principal_205,0.00015800804
vivienda_servicios_publicos_CoberturaAcueductoCenso,0.0001537004
