Variable,Importance_Selectkbest,Importance_ElasticNet,Importance_XGBoost,Importance_RandomForest,Suma_Importances,Total_imp
Agricultura_Arandano,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Araza,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Arbol De Pan O Pepa Del Pan,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Arracacha,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Arroz,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Arveja,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Asai,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Asparragus,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Astromelia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Avena,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Bacuri,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Badea,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Bananito,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Banano,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Batata,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Berenjena,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Bore,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Borojo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Brevo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Brocoli,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cacao,0.001368739148613377,0.0022825011829546034,0.0006020183,0.0007503910298198976,0.005003649682320863,0.0012509123981063388
Agricultura_Caducifolios,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cafe,0.0038508366289319706,0.0009991807355285605,0.0014009663,0.0006657765825615138,0.00691676026068964,0.001729190034105803
Agricultura_Caimo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Calabacin,0.0,0.0,0.0,0.0,0.0,0.0
"Agricultura_Calabacin, Calabaza",0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Calabaza,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Calendula,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Canyarana,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cardamomo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Caucho,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Caña,0.0009281106375481175,0.0025466274386437265,0.0021247996,0.0010329452337495383,0.006632482958241196,0.0016581207097705224
Agricultura_Caña Azucarera,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Caña Flecha,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Caña Miel,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Caña Panelera,0.0006171130975857116,0.00025665505343186196,0.0019349939,0.0012951939981200103,0.004103956044839648,0.0010259889927770062
Agricultura_Cebada,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cebolla De Bulbo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cebolla De Rama,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cebollin,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Centeno,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chachafruto,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chamba,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Champiñon,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chiraran,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chirimoya,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cholupa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chonque,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Chontaduro,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cilantro,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cimarron,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ciruela,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Citricos,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Clavel,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cocculus,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Coco,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cocona,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Col,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Coliflor,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Copoazu,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Cordeline Cinta,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Corozo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Crisantemo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Curcuma,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Curcuma O Azafran,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Curuba,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Datil,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Durazno,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Durazno O Albaricoque,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Eneldo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Esparrago,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Esparto,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Espinaca,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Estropajo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Eucalipto Baby Blue,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Feijoa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Fique,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Fitosporum,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Flor De Jamaica,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Flor De Safari,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Flores Y Follajes,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Frambuesa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Fresa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Frijol,0.005045738848920935,0.0011439907549749696,0.0008661142,0.0013309063150283452,0.008386750139040538,0.0020966874970910726
Agricultura_Frutales Varios,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Garbanzo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Girasol,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Gladiolo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Granadilla,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Guama,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Guanabana,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Guandul,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Guatila,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Guayaba,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Gulupa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Gulupa O Cholupa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Haba,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Habichuela,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Helecho,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Heliconia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Hierbabuena,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Higo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Higuerilla,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Hortalizas Varias,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Hortensia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Iraca,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Jatropha,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Jengibre,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Laurel,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Lechuga,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Lenteja,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Lima,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Limon,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Limonaria,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Limonium,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Lulo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Macadamia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Maiz,0.004811788033310392,0.0010318659173920923,0.0012511214,0.0013935135744256738,0.00848828892598364,0.002122072193370787
Agricultura_Maiz Forrajero,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Malanga,0.0,0.0,0.0,0.0,0.0,0.0
"Agricultura_Malanga, Achin, Yota, Papa China, Bore",0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mamey,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mamoncillo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mandarina,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mango,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mangostino,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mani,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Manzana,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Manzanilla,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Maracuya,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Marañon,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Melon,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Menta,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mimbre,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Mora,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Morera,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Moringa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Nabo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Naranja,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Nispero,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Noni,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Oregano,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Orellana,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Orquidea,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Otras Hortalizas,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Otros Caducifoleos,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Otros Citricos,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Otros Cultivos Para Condimentos Y Bebidas Medicinales Y Aromaticas,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Otros Frutales,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Palma Amarga,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Palma De Aceite,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Palma Robelina,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Palmito,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Papa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Papaya,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Papayuela,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Papayuela -Babaco,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Patilla,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pepa De Pan,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pepino Cohombro,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pepino Guiso,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pera,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Perejil,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pimenton,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pimienta,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pitahaya,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Piña,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Plantas Aromaticas,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Plantas Aromaticas Y Medicinales,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Plantas Medicinales,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Platano,0.0004080206385033112,0.0007905381981796191,0.0010505177,0.000924036876435915,0.003173113374615842,0.0007932783294019316
Agricultura_Poleo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pomarrosa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Pomelo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Protea,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Puerro,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Quinua,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Rabano,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Rambutan,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Remolacha,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Repollo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Romero,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Rosa,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ruba,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ruda,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ruscus,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Sabila,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Sacha Inchi,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Sorgo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Soya,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Statice,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Stevia,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tabaco,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tabaco Negro,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tabaco Rubio,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tamarindo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tangarana,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tangelo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Te,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tomate,0.00041237371687725895,0.0010369165425860073,0.0024765225,0.0003636410785376549,0.0042894538041687285,0.0010723634317761138
Agricultura_Tomate De Arbol,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Tomillo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Toronja,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Total_General,1.5455012963738556e-05,0.0011819812380174921,0.0012701314,0.001601636677764022,0.004069204369578463,0.0010173010741177972
Agricultura_Tree Fern,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Trigo,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Uchuva,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ulluco,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Umari,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Uva,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Uva Caimarona,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Vainilla,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Yacon,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Yuca,0.0001401952598436477,0.0005489855129433715,0.0013243413,0.0008315044251648622,0.0028450264811317014,0.0007112566075044978
Agricultura_Zanahoria,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Zapote,0.0,0.0,0.0,0.0,0.0,0.0
Agricultura_Ñame,0.0,0.0,0.0,0.0,0.0,0.0
Indice_internet_2020,0.0016999972939563865,0.0026551801224230127,0.0039387867,0.003828162739753948,0.012122126841600115,0.003030531655953534
Seguridad_Abigeato_,0.0006533001617848108,0.0008291962100232861,0.002958688,0.0004668046332737713,0.00490798895873282,0.0012269972176389878
Seguridad_Amenazas_,0.002226327082195327,0.0022670393922029435,0.0027073123,0.0014965362649467088,0.00869721508857503,0.002174303733080243
Seguridad_Delitos_Sexuales_,3.2166356026337016e-05,0.0012764329637925517,0.00057519105,0.001677845989276734,0.00356163635939786,0.0008904090738523864
Seguridad_Extorsion_,0.004517095265147532,0.0012477337903964783,0.0,0.0009425785395068853,0.006707407595050896,0.0016768518686364237
Seguridad_homicidios_,0.0002240230632661259,0.0018322500623649605,0.0013335,0.0011535885374207694,0.004543361688845766,0.0011358404018049467
Seguridad_T_Hurto_,0.001222715678638198,0.0015120438389826629,0.0004095177,0.0012853198884165485,0.0044295971051915035,0.0011073992564023542
Seguridad_hurto_a_comercio_,0.0008433812465830146,0.0037941424842789034,0.0027505874,0.0010232764139301701,0.008411387561604866,0.0021028468526214958
Seguridad_T_homicidios_en_accidente_de_transito_,0.004015804605346815,0.0024782708483774333,0.000103256636,0.0013689016064742925,0.007966233696264903,0.001991558388285912
Seguridad_hurto_a_entidades_financieras_,0.0,0.0,0.0,0.0,0.0,0.0
Seguridad_hurto_a_residencias_,0.00047896606001841493,0.0021556895630230537,0.0017764376,0.00177637319672623,0.00618746644412534,0.0015468665832403489
Seguridad_Hurto_Motocicleta_,0.004212108959572675,0.0009350970428096852,0.0027509164,0.0014468921360536497,0.00934501454494827,0.002336253594263964
Seguridad_Lensiones_accidente_Transito_,1.3753719723703546e-05,0.0005543773166556251,0.0018651196,0.0011646978439701393,0.003597948437245857,0.0008994870931512901
Seguridad_pirateria_terrestre_,0.0,0.0,0.0,0.0,0.0,0.0
TURISMO_ALOJAMIENTO_APARTAHOTEL,0.0009592613933854571,8.489336988158584e-05,0.0,0.0006137271685565173,0.00165788193182356,0.0004144704755095185
TURISMO_ALOJAMIENTO_HOSTAL,0.0002798445139729334,0.0006749262821495325,0.00033318842,0.0005021972989335415,0.0017901565168474266,0.00044753912117137426
TURISMO_ALOJAMIENTO_CENTRO VACACIONAL,0.0009971807103191452,0.0019044776676106084,0.0,0.0003133335692582938,0.0032149919471880476,0.0008037479723568856
TURISMO_VIVIENDAS_FINCA,0.00018048957498252848,0.0012557866132498479,0.0,0.0005741613395376725,0.002010437527770049,0.0005026093729126384
TURISMO_ALOJAMIENTO_OTROS,0.00046179342093893947,0.0014210576500920972,0.0,0.0006151551512783782,0.002498006222309415,0.0006245015443575666
TURISMO_ALOJAMIENTO_CAMPAMENTO,0.004992880680539118,0.002039385674140803,0.0,0.00032552594072878487,0.007357792295408706,0.0018394480408046754
TURISMO_ALOJAMIENTO_ALBERGUE,0.006344462981956795,0.0021987967138220638,0.0,0.00015017598517749197,0.008693435680956351,0.002173358881192549
TURISMO_ALOJAMIENTO_REFUGIO,5.406406244242674e-05,0.0008224741716385044,0.0,3.383809315894972e-05,0.0009103763272398809,0.0002275940777210178
TURISMO_PARQUE_TEMATICO,0.000725434900384394,0.001085930494733379,0.0,3.141066514447854e-05,0.0018427760602622513,0.0004606940067887399
Industria_x,0.0007580957803444982,0.000888652827093791,0.000109783905,0.000824378985777883,0.0025809114981341762,0.0006452278629413881
Industria_y,6.743855927094458e-05,0.0019440808025849268,0.0005395718,0.0010027153130245106,0.0035538064784091973,0.0008884516036403886
Fiscal_Autofinanciacion_,0.00021157797108681213,0.0003234525516104853,0.0008195129,0.0031925954566863384,0.004547138855134297,0.0011367846933601142
Fiscal_Generación_Recursos_,0.00031274139667108525,0.0011631656026760387,0.002189188,0.0023805880116605956,0.006045683042487436,0.0015114207334676925
Fiscal_Magnitud_Iinversión_,0.0022168665221313274,0.0036761469399632946,0.00046168378,0.001710620170884159,0.00806531741619332,0.002016329317822982
Fiscal_Capacidad_ahorro_,1.83001210472159e-05,0.00039069328406729476,0.0015551718,0.0017949463096655002,0.0037591115099693917,0.0009397778606083103
Fiscal_Indicador_desempeño_Fiscal_,0.0003711440153925067,0.003671976066681695,0.0002655546,0.0018478671796912705,0.0061565418740350975,0.0015391354408566859
Ciudad_Ley_617_1,0.0005833875615564702,0.0005185054003908904,0.0,0.0001057756191572888,0.0012076685811046493,0.00030191713985192265
Ciudad_Ley_617_2,0.0006222840949489595,0.00023471714746367062,0.0,3.189521988292382e-05,0.000888896462295554,0.00022222411158141282
Ciudad_Ley_617_3,0.00034547528178613537,0.00019884937796948838,0.0,0.0,0.0005443246597556237,0.00013608116249407343
Ciudad_Ley_617_4,0.0012149198459589215,0.0012354333678534593,0.0,0.0001375930527544087,0.0025879462665667893,0.0006469865550179448
Ciudad_Ley_617_5,0.0012463733669926455,0.000700449123091858,0.0,0.0002643960905677496,0.0022112185806522533,0.000552804635231382
Ciudad_Ley_617_6,0.004437747792672457,0.002555594071324666,0.0,0.0002633449087863277,0.00725668677278345,0.0018141716606024766
Pobreza_Cabeceras_,0.00019070949255928777,0.0013341895169355759,0.0011840736,0.0016652822089667238,0.004374254844525352,0.001093563691484386
Probreza_Analfabetismo_,0.0049409254739212665,0.0030311057521084286,0.0017332397,0.002231777013344941,0.011937047979507922,0.0029842619412617667
Probreza_Bajo logro educativo_,0.004384435929546163,0.001648207765888035,0.00039587732,0.002616553138483209,0.009045074149813039,0.0022612684968273374
Probreza_Barreras a servicios para cuidado de la primera infancia_,0.00013079781263751356,0.002334033293981503,0.0013147829,0.001451269954979393,0.005230883948364307,0.0013077209635965778
Probreza_Barreras de acceso a servicios de salud_,0.0005821460970773922,0.0014982847494123105,0.0032735004,0.001218109999659472,0.0065720412085603155,0.0016430102726217764
Probreza_Tasa de dependecia económica_,0.0008581661105036249,0.0007609807475419849,0.0004865036,0.0023607905767216567,0.004466441022802969,0.0011166102356397365
Probreza_Hacinamiento crítico_,0.00015414320722502097,0.0007021732927148844,0.0033180013,0.0013176947220194335,0.005492012505292044,0.0013730031016556542
Probreza_Inadecuada eliminación de excretas_,0.00543538894217883,0.0049250641992339365,0.003165061,0.001601197859783031,0.01512671188830901,0.0037816779041356737
Probreza_Inasistencia escolar_,0.0005503156622246499,0.001990767214397947,0.0043184916,0.0027208983202191496,0.009580472752592117,0.002395118145117366
Probreza_Material inadecuado de paredes exteriores_,0.0006289076002741075,0.0010548664762807152,0.0011383417,0.0008799154964630447,0.0037020313025470696,0.0009255078090091054
Probreza_Material inadecuado de pisos_,0.0005921401314736449,0.0010292793010879965,0.00039798798,0.0009535588403963639,0.00297296625684602,0.0007432415508584364
Probreza_Rezago escolar_,0.00016698346553936397,0.0010995668752850532,0.00065231073,0.0011864159611733706,0.0031052770314902436,0.0007763192439252188
Probreza_Sin acceso a fuente de agua mejorada_,3.886948292408405e-07,0.003479183000944205,0.0006958337,0.0014876035838607637,0.005663008983137223,0.0014157522203489187
Probreza_Sin aseguramiento en salud_,0.0001144310671078305,2.145206628116453e-05,0.0007771098,0.0017316589569493395,0.002644651907474414,0.0006611629649901576
Probreza_Trabajo infantil_,3.152674550768024e-05,0.0008281787500781602,0.00283518,0.002259666674922084,0.005954552082434313,0.0014886379938637262
Probreza_Trabajo informal_,0.0003472479341184543,0.0022565072270823365,0.0018792712,0.002025340230467003,0.006508366627916108,0.0016270916277467185
Educacion_Cobertura_Neta_Transición,0.009471026010812175,0.0044380623162603204,0.0019606894,0.002020262483786398,0.017890040245640563,0.004472509981057081
Educacion_Cobertura_Neta_Secundaria,0.0003022538099054048,0.0009580778437970755,0.002433676,0.0012858198814028029,0.004979827574905331,0.0012449568713594527
Educacion_Cobertura_Bruta,0.0017375266958238112,0.00026020494369594283,5.3763084e-05,0.0015743433704443507,0.0036258380939612873,0.0009064595072048814
Educacion_Cobertura_Bruta_Transición,0.005024154234021872,0.000740821590697505,0.00097318355,0.002439178718496555,0.009177338088499905,0.002294334480904991
Educacion_Cobertura_Bruta_Primaria,0.0028783183583905385,0.002455421067881093,0.002583548,0.0013513135483381137,0.009268600935576571,0.0023171501922642506
Educacion_Cobertura_Bruta_Secundaria,3.0212485775839575e-06,0.0011863073318045098,0.00039272575,0.0027782891172207767,0.0043603434470098346,0.0010900858421679896
Educacion_Tamaño_Promedio_De_Grupo,0.0016783755000216963,0.0005672980785334728,0.0004055143,0.0019349386958118686,0.004586126567018825,0.0011465316211561332
Educacion_Sedes_Conectadas_A_Internet,0.0010871125865746295,0.001826777464616115,0.002024676,0.001291233602448602,0.006229799605909974,0.0015574498734963681
Educacion_Deserción,0.0001723883166737042,0.0006340253363091024,0.0006526499,0.0013566661635053988,0.0028157297220208037,0.0007039324178583597
Educacion_Deserción_Transición,0.0010131874077396214,0.0014201557449674128,0.0010000644,0.001503856948751472,0.004937264526628928,0.001234316109481524
Educacion_Deserción_Primaria,0.00044158843004400727,0.0004743480916124267,0.00015362093,0.002125704153765281,0.003195261606508777,0.0007988153872756867
